SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-16-2017,Single Family Residential,1865 NW Juniper,Corvallis,OR,97330-1701,360000,3,2.0,Krafdt Addition,2014,12632,1978,181,179,,Sold,,,http://www.redfin.com/OR/Corvallis/1865-NW-Juniper-Pl-97330/home/25902843,WVMLS,723342,N,Y,44.5855928,-123.2853633
PAST SALE,October-27-2017,Single Family Residential,2910 NW Greeley,Corvallis,OR,97330-1853,385000,4,2.0,Corvallis,2600,13504,1964,170,148,,Sold,,,http://www.redfin.com/OR/Corvallis/2910-NW-Greeley-Ave-97330/home/25902709,WVMLS,721424,N,Y,44.5794226,-123.2837177
PAST SALE,July-14-2015,Single Family Residential,1175 NW 32nd,Corvallis,OR,97330,345000,4,3.0,Wells & McElnoys Addition,2319,3485,1947,1006,149,,Sold,,,http://www.redfin.com/OR/Corvallis/1175-NW-32nd-St-97330/home/25914868,WVMLS,690591,N,Y,44.5783663,-123.286711
PAST SALE,December-22-2016,Single Family Residential,2725 NW Hayes,Corvallis,OR,97330,280000,3,2.0,Cloverland,1470,9148,1956,479,190,,Sold,,,http://www.redfin.com/OR/Corvallis/2725-NW-Hayes-Ave-97330/home/25902834,WVMLS,711977,N,Y,44.5818787,-123.2817146
PAST SALE,December-4-2015,Single Family Residential,2448 NW Maser,Corvallis,OR,97330,370000,4,3.0,Walnut Park,2228,8712,1987,863,166,,Sold,,,http://www.redfin.com/OR/Corvallis/2448-NW-Maser-Dr-97330/home/25907125,WVMLS,681032,N,Y,44.5910872,-123.3045861
PAST SALE,July-21-2016,Single Family Residential,4326 NW Jon,Corvallis,OR,97330-2204,340000,4,2.0,Sunview,1480,8712,1979,633,230,,Sold,,,http://www.redfin.com/OR/Corvallis/4326-NW-Jon-Pl-97330/home/25921777,WVMLS,704710,N,Y,44.5883707,-123.2991911
PAST SALE,May-24-2016,Single Family Residential,1985 NW Lance,Corvallis,OR,97330,375000,3,2.0,Sunview,2562,7841,1977,691,146,,Sold,,,http://www.redfin.com/OR/Corvallis/1985-NW-Lance-Way-97330/home/25926009,WVMLS,700937,N,Y,44.5877019,-123.3004889
PAST SALE,April-30-2015,Single Family Residential,2765 NW Circle,Corvallis,OR,97330,251500,4,3.0,Corvallis,1878,9583,1970,1081,134,,Sold,,,http://www.redfin.com/OR/Corvallis/2765-NW-Circle-Blvd-97330/home/25894991,WVMLS,686955,N,Y,44.5866591,-123.2819909
PAST SALE,May-22-2015,Single Family Residential,4090 NW Dale,Corvallis,OR,97333,377000,2,3.0,Oakhurst Addition,2212,9583,1981,1059,170,,Sold,,,http://www.redfin.com/OR/Corvallis/4090-NW-Dale-Dr-97330/home/25933211,WVMLS,687970,N,Y,44.578179,-123.295694
PAST SALE,May-29-2015,Single Family Residential,2060 NW Dogwood,Corvallis,OR,97330,311000,3,3.0,Fircrest,1954,8276,1976,1052,159,,Sold,,,http://www.redfin.com/OR/Corvallis/2060-NW-Dogwood-Dr-97330/home/25918970,WVMLS,684613,N,Y,44.5870019,-123.2883369
PAST SALE,December-14-2017,Single Family Residential,3344 NW Fillmore Ave,Corvallis,OR,97330,395000,3,2.0,Benton County,2197,7840,1955,122,180,,Sold,,,http://www.redfin.com/OR/Corvallis/3344-NW-Fillmore-Ave-97330/home/25928073,RMLS,17281713,N,Y,44.5753653,-123.2885925
PAST SALE,December-15-2017,Single Family Residential,3507 NW Polk,Corvallis,OR,97330-4961,400000,3,2.0,West Corvallis,1427,7405,1938,121,280,,Sold,,,http://www.redfin.com/OR/Corvallis/3507-NW-Polk-Ave-97330/home/25928085,WVMLS,725679,N,Y,44.5738106,-123.290102
PAST SALE,October-17-2016,Single Family Residential,3700 NW Sylvan,Corvallis,OR,97330,349350,3,2.0,Sylvan Acres,1562,12197,1961,545,224,,Sold,,,http://www.redfin.com/OR/Corvallis/3700-NW-Sylvan-Dr-97330/home/25928191,WVMLS,709751,N,Y,44.580386,-123.292345
PAST SALE,May-15-2015,Single Family Residential,1496 NW 20th,Corvallis,OR,97330,269950,3,3.0,Corvallis,1689,5227,1995,1066,160,,Sold,,,http://www.redfin.com/OR/Corvallis/1496-NW-20th-St-97330/home/25917552,WVMLS,687733,N,Y,44.58143,-123.274342
PAST SALE,July-25-2016,Single Family Residential,611 NW 30th,Corvallis,OR,97330,325500,3,2.0,Corvallis,1589,10019,1952,629,205,,Sold,,,http://www.redfin.com/OR/Corvallis/611-NW-30th-St-97330/home/25929294,WVMLS,704995,N,Y,44.5739482,-123.2843884
PAST SALE,,Single Family Residential,3306 NW Tyler Ave,Corvallis,OR,97330,90000,3,2.0,,1521,7405,1947,,59,,,,,http://www.redfin.com/OR/Corvallis/3306-NW-Tyler-Ave-97330/home/25894745,,,N,Y,44.5725325,-123.288055
PAST SALE,October-1-2015,Single Family Residential,1504 NW Woodland,Corvallis,OR,97330,241000,3,2.0,Woodland Park Addititon,1228,11326,1975,927,196,,Sold,,,http://www.redfin.com/OR/Corvallis/1504-NW-Woodland-Dr-97330/home/25897297,WVMLS,692572,N,Y,44.582713,-123.296506
PAST SALE,December-13-2016,Single Family Residential,3710 NW Witham Hl,Corvallis,OR,97330-2917,275000,3,2.0,Firmwood Hill,1559,113267,1975,488,176,,Sold,,,http://www.redfin.com/OR/Corvallis/3710-NW-Witham-Hill-Dr-97330/home/25900235,WVMLS,709692,N,Y,44.579738,-123.293268
PAST SALE,July-27-2015,Single Family Residential,12 NW Edgewood,Corvallis,OR,97330,357500,4,2.0,Corvallis,2392,19602,1956,993,149,,Sold,,,http://www.redfin.com/OR/Corvallis/12-NW-Edgewood-Dr-97330/home/25810538,WVMLS,687475,N,Y,44.580683,-123.290499
PAST SALE,,Single Family Residential,2115 NW 29th St,Corvallis,OR,97330,280000,4,3.5,,1728,8276,1960,,162,,,,,http://www.redfin.com/OR/Corvallis/2115-NW-29th-St-97330/home/25919289,,,N,Y,44.5889503,-123.2828935
PAST SALE,,Single Family Residential,1119 NW 34th St,Corvallis,OR,97330,220000,3,1.0,,988,6534,1950,,223,,,,,http://www.redfin.com/OR/Corvallis/1119-NW-34th-St-97330/home/25932483,,,N,Y,44.578033,-123.28856
PAST SALE,November-10-2016,Single Family Residential,2230 NW 29th,Corvallis,OR,97330-1244,324900,3,2.0,Dixie Dale,1347,8712,1961,521,241,,Sold,,,http://www.redfin.com/OR/Corvallis/2230-NW-29th-St-97330/home/25902418,WVMLS,709501,N,Y,44.5900315,-123.2835411
PAST SALE,June-30-2016,Single Family Residential,2110 NW Elmwood,Corvallis,OR,97330,280300,3,2.0,Kings Corner,1518,9148,1959,654,185,,Sold,,,http://www.redfin.com/OR/Corvallis/2110-NW-Elmwood-Dr-97330/home/25897124,WVMLS,703213,N,Y,44.5875466,-123.2766993
PAST SALE,June-17-2016,Single Family Residential,2860 NW Coolidge,Corvallis,OR,97330,275000,4,2.0,Johnsons,2030,5227,1957,667,135,,Sold,,,http://www.redfin.com/OR/Corvallis/2860-NW-Coolidge-Way-97330/home/25922773,WVMLS,713288,N,Y,44.578221,-123.28272
PAST SALE,,Single Family Residential,7 NW Edgewood Dr,Corvallis,OR,97330,178000,4,2.0,,2709,15682,1952,,66,,,,,http://www.redfin.com/OR/Corvallis/7-NW-Edgewood-Dr-97330/home/25902633,,,N,Y,44.579776,-123.289891
PAST SALE,April-16-2015,Single Family Residential,1952 NW Lance,Corvallis,OR,97330,299000,3,2.0,Sunview,1660,9583,1978,1095,180,,Sold,,,http://www.redfin.com/OR/Corvallis/1952-NW-Lance-Pl-97330/home/25926964,WVMLS,687081,N,Y,44.5880444,-123.2998156
PAST SALE,September-16-2015,Single Family Residential,3600 NW Hayes,Corvallis,OR,97330,369000,4,2.0,Corvallis,1986,14810,1961,942,186,,Sold,,,http://www.redfin.com/OR/Corvallis/3600-NW-Hayes-Ave-97330/home/25902675,WVMLS,693993,N,Y,44.5816355,-123.2914087
PAST SALE,June-19-2015,Single Family Residential,3025 NW Roosevelt,Corvallis,OR,97330,285000,3,2.0,Corvallis,1701,13939,1966,1031,168,,Sold,,,http://www.redfin.com/OR/Corvallis/3025-NW-Roosevelt-Dr-97330/home/25925052,WVMLS,696181,N,Y,44.5915286,-123.2850157
PAST SALE,August-21-2015,Single Family Residential,2212 NW Maser,Corvallis,OR,97330,365000,3,2.0,Walnut Park,1773,8712,1990,968,206,,Sold,,,http://www.redfin.com/OR/Corvallis/2212-NW-Maser-Dr-97330/home/25895832,WVMLS,694835,N,Y,44.5893404,-123.3031343
PAST SALE,July-6-2016,Single Family Residential,3325 NW Norwood,Corvallis,OR,97330,372500,4,3.0,Fircrest 2nd,2060,9583,1967,648,181,,Sold,,,http://www.redfin.com/OR/Corvallis/3325-NW-Norwood-Dr-97330/home/25920211,WVMLS,704311,N,Y,44.5860605,-123.2892739
PAST SALE,April-11-2017,Single Family Residential,3530 NW Grant,Corvallis,OR,97330,363500,4,3.0,ASH,2592,9583,1976,369,140,,Sold,,,http://www.redfin.com/OR/Corvallis/3530-NW-Grant-Ave-97330/home/25929565,WVMLS,709104,N,Y,44.5785779,-123.2902931
PAST SALE,August-27-2015,Single Family Residential,2605 NW Roosevelt,Corvallis,OR,97330,350000,4,3.0,Kings View 2nd,2314,8712,1969,962,151,,Sold,,,http://www.redfin.com/OR/Corvallis/2605-NW-Roosevelt-Dr-97330/home/25931364,WVMLS,689090,N,Y,44.5915014,-123.2804173
PAST SALE,,Single Family Residential,1415 NW Greenwood Pl,Corvallis,OR,97330,320000,3,2.0,,2210,9583,1992,,145,,,,,http://www.redfin.com/OR/Corvallis/1415-NW-Greenwood-Pl-97330/home/25902063,,,N,Y,44.5806664,-123.2868248
PAST SALE,,Single Family Residential,1910 NW 23rd St,Corvallis,OR,97330,257000,3,1.0,,1099,7405,1960,,234,,,,,http://www.redfin.com/OR/Corvallis/1910-NW-23rd-St-97330/home/25929440,,,N,Y,44.5867855,-123.2781564
PAST SALE,July-16-2015,Single Family Residential,2583 NW 29th,Corvallis,OR,97330,190500,4,2.0,Kings View Addition,1584,7841,1977,1004,120,,Sold,,,http://www.redfin.com/OR/Corvallis/2583-NW-29th-St-97330/home/25916023,WVMLS,692375,N,Y,44.5928018,-123.2831075
PAST SALE,June-30-2016,Single Family Residential,3000 NW Roosevelt,Corvallis,OR,97330,282700,2,2.0,Dixie Dale,1268,10890,1965,654,223,,Sold,,,http://www.redfin.com/OR/Corvallis/3000-NW-Roosevelt-Dr-97330/home/25894594,WVMLS,703757,N,Y,44.5911413,-123.2847176
PAST SALE,November-25-2015,Single Family Residential,3362 NW Roosevelt,Corvallis,OR,97330,310000,3,2.0,Hillview,1842,13068,1966,872,168,,Sold,,,http://www.redfin.com/OR/Corvallis/3362-NW-Roosevelt-Dr-97330/home/25923568,WVMLS,695947,N,Y,44.5909238,-123.2883982
PAST SALE,September-15-2016,Single Family Residential,2235 NW Robin Hood,Corvallis,OR,97330,358400,3,3.0,Forest Acres,2124,10890,1965,577,169,,Sold,,,http://www.redfin.com/OR/Corvallis/2235-NW-Robin-Hood-St-97330/home/25913755,WVMLS,706993,N,Y,44.5900351,-123.2894424
PAST SALE,,Single Family Residential,2910 NW Ashwood Dr,Corvallis,OR,97330,320000,4,3.0,,2146,8276,1965,,149,,,,,http://www.redfin.com/OR/Corvallis/2910-NW-Ashwood-Dr-97330/home/25902796,,,N,Y,44.5883178,-123.2839583
PAST SALE,,Single Family Residential,5525 NW Oak Creek Dr,Corvallis,OR,97330,210000,3,1.0,,1498,13939,1944,,140,,,,,http://www.redfin.com/OR/Corvallis/5525-NW-Oak-Creek-Dr-97330/home/25894662,,,N,Y,44.571154,-123.313675
PAST SALE,March-3-2017,Single Family Residential,525 NW Merrie,Corvallis,OR,97330,355000,3,2.0,Witham Hill Block G,1400,10019,1964,408,254,,Sold,,,http://www.redfin.com/OR/Corvallis/525-NW-Merrie-Dr-97330/home/25921768,WVMLS,713977,N,Y,44.5732425,-123.2942331
PAST SALE,February-4-2016,Single Family Residential,927 NW 35th,Corvallis,OR,97330,242000,2,1.0,Bauer,995,5663,1950,801,243,,Sold,,,http://www.redfin.com/OR/Corvallis/927-NW-35th-St-97330/home/25929528,WVMLS,697690,N,Y,44.5768576,-123.289707
PAST SALE,,Single Family Residential,834 NW 35th St,Corvallis,OR,97330,225100,3,1.0,,948,6534,1950,,237,,,,,http://www.redfin.com/OR/Corvallis/834-NW-35th-St-97330/home/25903144,,,N,Y,44.5761803,-123.2901537
PAST SALE,,Single Family Residential,842 NW 26th St,Corvallis,OR,97330,175000,2,1.0,,1090,8276,1939,,161,,,,,http://www.redfin.com/OR/Corvallis/842-NW-26th-St-97330/home/25894656,,,N,Y,44.576076,-123.280415
PAST SALE,July-15-2016,Single Family Residential,1762 NW Harrison,Corvallis,OR,97330-5739,323000,,2.0,Corvallis,2057,2614,1930,639,157,,Sold,,,http://www.redfin.com/OR/Corvallis/1762-NW-Harrison-Blvd-97330/home/25902654,WVMLS,704903,N,Y,44.5709418,-123.2743378
PAST SALE,April-19-2016,Single Family Residential,320 NW 33rd,Corvallis,OR,97330,253000,2,2.0,Hill Crest,876,3920,1941,726,289,,Sold,,,http://www.redfin.com/OR/Corvallis/320-NW-33rd-St-97330/home/25914677,WVMLS,701590,N,Y,44.571186,-123.2879708
PAST SALE,June-24-2016,Single Family Residential,3540 NW Harrison,Corvallis,OR,97330-4933,349900,3,3.0,Cedar Hurst,1714,11326,1950,660,204,,Sold,,,http://www.redfin.com/OR/Corvallis/3540-NW-Harrison-Blvd-97330/home/25894748,WVMLS,704015,N,Y,44.5715009,-123.2903665
PAST SALE,April-7-2017,Single Family Residential,513 NW 30th,Corvallis,OR,97330,294000,3,1.0,Corvallis,1188,4792,1942,373,247,,Sold,,,http://www.redfin.com/OR/Corvallis/513-NW-30th-St-97330/home/25903060,WVMLS,715632,N,Y,44.5730371,-123.2844551
PAST SALE,October-31-2016,Single Family Residential,342 NW 29th,Corvallis,OR,97330-5235,385000,5,2.0,Millers,2208,4792,1913,531,174,,Sold,,,http://www.redfin.com/OR/Corvallis/342-NW-29th-St-97330/home/25894885,WVMLS,710295,N,Y,44.5715856,-123.2839522
PAST SALE,February-24-2016,Single Family Residential,1306 NW Souza,Corvallis,OR,97330,359900,4,3.0,Souza,2346,10019,1978,781,153,,Sold,,,http://www.redfin.com/OR/Corvallis/1306-NW-Souza-Pl-97330/home/25895705,WVMLS,698627,N,Y,44.579597,-123.296252
PAST SALE,January-16-2018,Single Family Residential,1105 NW Fernwood,Corvallis,OR,97330-2906,365000,4,3.0,Fernwood Hill,2426,11761,1968,89,150,,Sold,,,http://www.redfin.com/OR/Corvallis/1105-NW-Fernwood-Cir-97330/home/25902684,WVMLS,723364,N,Y,44.578801,-123.292118
PAST SALE,May-6-2015,Single Family Residential,2452 NW Hummingbird,Corvallis,OR,97330,389900,4,3.0,Hummingbird Meadows,2073,4405,2013,1075,188,,Sold,,,http://www.redfin.com/OR/Corvallis/2452-NW-Hummingbird-Dr-97330/home/25898281,WVMLS,668533,N,Y,44.5923509,-123.2984048
PAST SALE,,Single Family Residential,2935 NW Circle Blvd,Corvallis,OR,97330,265350,3,2.0,,1488,8276,1968,,178,,,,,http://www.redfin.com/OR/Corvallis/2935-NW-Circle-Blvd-97330/home/25915055,,,N,Y,44.5866465,-123.2841851
PAST SALE,August-7-2015,Single Family Residential,3620 NW Sylvan Dr,Corvallis,OR,97330,361500,3,3.0,Benton County,2496,13068,1976,982,145,,Sold,,,http://www.redfin.com/OR/Corvallis/3620-NW-Sylvan-Dr-97330/home/25903236,RMLS,15624607,N,Y,44.58094,-123.291494
PAST SALE,September-15-2016,Single Family Residential,1125 NW Fernwood,Corvallis,OR,97330,365500,3,2.0,Corvallis,2302,22651,1968,577,159,,Sold,,,http://www.redfin.com/OR/Corvallis/1125-NW-Fernwood-Cir-97330/home/25902683,WVMLS,707773,N,Y,44.578366,-123.292503
PAST SALE,August-13-2015,Single Family Residential,3990 NW Jameson,Corvallis,OR,97330,350000,4,3.0,Woodland Park,2380,11326,1974,976,147,,Sold,,,http://www.redfin.com/OR/Corvallis/3990-NW-Jameson-Dr-97330/home/25903217,WVMLS,688279,N,Y,44.584209,-123.294944
PAST SALE,February-29-2016,Single Family Residential,3740 NW Hayes Ave,Corvallis,OR,97330,350000,4,2.5,Benton County,2488,11325,1969,776,141,,Sold,,,http://www.redfin.com/OR/Corvallis/3740-NW-Hayes-Ave-97330/home/25930554,RMLS,16268544,N,Y,44.581317,-123.292634
PAST SALE,August-5-2016,Single Family Residential,3110 NW Firwood,Corvallis,OR,97330,385000,3,2.0,Northridge Supp Plat,1827,9148,1965,618,211,,Sold,,,http://www.redfin.com/OR/Corvallis/3110-NW-Firwood-Dr-97330/home/25902462,WVMLS,705992,N,Y,44.5881649,-123.28612
